0 2114.88
8 2066.9
16 2021.05
24 1977.3
32 1935.57
40 1895.81
48 1857.96
56 1821.98
64 1787.81
72 1755.39
80 1724.68
88 1695.63
96 1668.19
104 1642.3
112 1617.93
120 1595.02
128 1573.54
136 1553.43
144 1534.66
152 1517.19
160 1500.96
168 1485.95
176 1472.11
184 1459.4
192 1447.8
200 1437.25
208 1427.72
216 1419.18
224 1411.6
232 1404.94
240 1399.16
248 1394.24
256 1390.14
264 1386.84
272 1384.3
280 1382.5
288 1381.4
296 1380.97
304 1381.2
312 1382.05
320 1383.5
328 1385.53
336 1388.1
344 1391.2
352 1394.79
360 1398.87
368 1403.4
376 1408.36
384 1413.74
392 1419.51
400 1425.65
408 1432.15
416 1438.98
424 1446.13
432 1453.57
440 1461.29
448 1469.28
456 1477.51
464 1485.97
472 1494.65
480 1503.53
488 1512.59
496 1521.82
504 1531.22
512 1540.75
520 1550.41
528 1560.2
536 1570.09
544 1580.07
552 1590.13
560 1600.27
568 1610.47
576 1620.71
584 1631
592 1641.31
600 1651.65
608 1662
616 1672.35
624 1682.7
632 1693.03
640 1703.35
648 1713.63
656 1723.88
664 1734.08
672 1744.24
680 1754.34
688 1764.37
696 1774.34
704 1784.23
712 1794.05
720 1803.78
728 1813.42
736 1822.97
744 1832.42
752 1841.76
760 1851
768 1860.13
776 1869.14
784 1878.03
792 1886.81
800 1895.46
808 1903.98
816 1912.37
824 1920.63
832 1928.76
840 1936.75
848 1944.6
856 1952.3
864 1959.87
872 1967.29
880 1974.57
888 1981.7
896 1988.68
904 1995.51
912 2002.19
920 2008.73
928 2015.11
936 2021.33
944 2027.41
952 2033.33
960 2039.11
968 2044.72
976 2050.19
984 2055.5
992 2060.66
1000 2065.67
1008 2070.52
1016 2075.23
1024 2079.78
1032 2084.19
1040 2088.44
1048 2092.55
1056 2096.51
1064 2100.32
1072 2103.99
1080 2107.51
1088 2110.89
1096 2114.12
1104 2117.22
1112 2120.17
1120 2122.99
1128 2125.67
1136 2128.22
1144 2130.63
1152 2132.91
1160 2135.06
1168 2137.08
1176 2138.97
1184 2140.74
1192 2142.38
1200 2143.91
1208 2145.31
1216 2146.59
1224 2147.76
1232 2148.81
1240 2149.75
1248 2150.58
1256 2151.3
1264 2151.92
1272 2152.43
1280 2152.83
1288 2153.14
1296 2153.35
1304 2153.46
1312 2153.48
1320 2153.4
1328 2153.24
1336 2152.99
1344 2152.65
1352 2152.23
1360 2151.73
1368 2151.14
1376 2150.49
1384 2149.75
1392 2148.94
1400 2148.06
1408 2147.12
1416 2146.1
1424 2145.03
1432 2143.88
1440 2142.68
1448 2141.42
1456 2140.11
1464 2138.74
1472 2137.32
1480 2135.85
1488 2134.33
1496 2132.77
1504 2131.16
1512 2129.51
1520 2127.82
1528 2126.09
1536 2124.33
1544 2122.53
1552 2120.7
1560 2118.84
1568 2116.96
1576 2115.04
1584 2113.11
1592 2111.15
1600 2109.17
1608 2107.17
1616 2105.15
1624 2103.12
1632 2101.08
1640 2099.02
1648 2096.96
1656 2094.88
1664 2092.8
1672 2090.72
1680 2088.63
1688 2086.53
1696 2084.44
1704 2082.35
1712 2080.26
1720 2078.18
1728 2076.1
1736 2074.03
1744 2071.97
1752 2069.92
1760 2067.88
1768 2065.85
1776 2063.84
1784 2061.84
1792 2059.86
1800 2057.9
1808 2055.96
1816 2054.03
1824 2052.13
1832 2050.25
1840 2048.4
1848 2046.56
1856 2044.76
1864 2042.98
1872 2041.23
1880 2039.51
1888 2037.82
1896 2036.16
1904 2034.54
1912 2032.94
1920 2031.38
1928 2029.85
1936 2028.36
1944 2026.91
1952 2025.49
1960 2024.11
1968 2022.76
1976 2021.46
1984 2020.2
1992 2018.97
2000 2017.79
2008 2016.65
2016 2015.55
2024 2014.49
2032 2013.48
2040 2012.51
2048 2011.58
2056 2010.7
2064 2009.86
2072 2009.07
2080 2008.32
2088 2007.62
2096 2006.97
2104 2006.36
2112 2005.8
2120 2005.29
2128 2004.82
2136 2004.4
2144 2004.03
2152 2003.71
2160 2003.44
2168 2003.21
2176 2003.04
2184 2002.91
2192 2002.83
2200 2002.8
2208 2002.81
2216 2002.88
2224 2002.99
2232 2003.16
2240 2003.37
2248 2003.63
2256 2003.94
2264 2004.29
2272 2004.7
2280 2005.15
2288 2005.65
2296 2006.2
2304 2006.8
2312 2007.44
2320 2008.13
2328 2008.87
2336 2009.66
2344 2010.49
2352 2011.36
2360 2012.29
2368 2013.25
2376 2014.27
2384 2015.33
2392 2016.43
2400 2017.57
2408 2018.76
2416 2020
2424 2021.27
2432 2022.59
2440 2023.95
2448 2025.36
2456 2026.8
2464 2028.28
2472 2029.81
2480 2031.37
2488 2032.97
2496 2034.61
2504 2036.29
2512 2038.01
2520 2039.76
2528 2041.55
2536 2043.38
2544 2045.24
2552 2047.14
2560 2049.07
2568 2051.03
2576 2053.03
2584 2055.06
2592 2057.12
2600 2059.21
2608 2061.33
2616 2063.48
2624 2065.66
2632 2067.87
2640 2070.11
2648 2072.37
2656 2074.66
2664 2076.98
2672 2079.32
2680 2081.68
2688 2084.07
2696 2086.48
2704 2088.91
2712 2091.37
2720 2093.85
2728 2096.34
2736 2098.86
2744 2101.39
2752 2103.94
2760 2106.51
2768 2109.09
2776 2111.69
2784 2114.31
2792 2116.94
2800 2119.58
2808 2122.24
2816 2124.9
2824 2127.58
2832 2130.27
2840 2132.97
2848 2135.68
2856 2138.39
2864 2141.12
2872 2143.85
2880 2146.58
2888 2149.32
2896 2152.07
2904 2154.82
2912 2157.57
2920 2160.32
2928 2163.08
2936 2165.83
2944 2168.59
2952 2171.34
2960 2174.09
2968 2176.84
2976 2179.59
2984 2182.34
2992 2185.08
3000 2187.81
3008 2190.54
3016 2193.26
3024 2195.97
3032 2198.68
3040 2201.38
3048 2204.06
3056 2206.74
3064 2209.41
3072 2212.06
3080 2214.7
3088 2217.33
3096 2219.95
3104 2222.55
3112 2225.13
3120 2227.7
3128 2230.26
3136 2232.79
3144 2235.31
3152 2237.81
3160 2240.29
3168 2242.75
3176 2245.2
3184 2247.62
3192 2250.02
3200 2252.39
3208 2254.75
3216 2257.08
3224 2259.38
3232 2261.66
3240 2263.92
3248 2266.15
3256 2268.35
3264 2270.53
3272 2272.68
3280 2274.8
3288 2276.9
3296 2278.96
3304 2281
3312 2283
3320 2284.97
3328 2286.92
3336 2288.83
3344 2290.71
3352 2292.55
3360 2294.36
3368 2296.14
3376 2297.89
3384 2299.6
3392 2301.27
3400 2302.91
3408 2304.52
3416 2306.08
3424 2307.61
3432 2309.11
3440 2310.56
3448 2311.98
3456 2313.36
3464 2314.7
3472 2316
3480 2317.26
3488 2318.48
3496 2319.66
3504 2320.81
3512 2321.91
3520 2322.96
3528 2323.98
3536 2324.96
3544 2325.89
3552 2326.78
3560 2327.63
3568 2328.43
3576 2329.19
3584 2329.91
3592 2330.58
3600 2331.21
3608 2331.8
3616 2332.34
3624 2332.83
3632 2333.28
3640 2333.69
3648 2334.05
3656 2334.36
3664 2334.63
3672 2334.85
3680 2335.03
3688 2335.16
3696 2335.24
3704 2335.28
3712 2335.27
3720 2335.21
3728 2335.11
3736 2334.95
3744 2334.76
3752 2334.51
3760 2334.22
3768 2333.88
3776 2333.49
3784 2333.05
3792 2332.57
3800 2332.04
3808 2331.46
3816 2330.83
3824 2330.16
3832 2329.43
3840 2328.66
3848 2327.85
3856 2326.98
3864 2326.07
3872 2325.1
3880 2324.09
3888 2323.04
3896 2321.93
3904 2320.78
3912 2319.58
3920 2318.33
3928 2317.04
3936 2315.69
3944 2314.3
3952 2312.87
3960 2311.38
3968 2309.85
3976 2308.27
3984 2306.64
3992 2304.97
4000 2303.25
4008 2301.49
4016 2299.68
4024 2297.82
4032 2295.92
4040 2293.97
4048 2291.97
4056 2289.93
4064 2287.85
4072 2285.72
4080 2283.54
4088 2281.32
4096 2279.05
4104 2276.74
4112 2274.39
4120 2271.99
4128 2269.55
4136 2267.07
4144 2264.54
4152 2261.97
4160 2259.36
4168 2256.7
4176 2254.01
4184 2251.27
4192 2248.49
4200 2245.66
4208 2242.8
4216 2239.9
4224 2236.95
4232 2233.97
4240 2230.94
4248 2227.88
4256 2224.78
4264 2221.63
4272 2218.45
4280 2215.23
4288 2211.98
4296 2208.68
4304 2205.35
4312 2201.98
4320 2198.57
4328 2195.13
4336 2191.65
4344 2188.14
4352 2184.59
4360 2181.01
4368 2177.39
4376 2173.74
4384 2169.61
4392 2166.33
4400 2162.58
4408 2158.79
4416 2154.98
4424 2151.13
4432 2147.25
4440 2143.34
4448 2139.39
4456 2135.42
4464 2131.42
4472 2127.39
4480 2123.33
4488 2119.24
4496 2115.12
4504 2110.97
4512 2106.8
4520 2102.6
4528 2098.38
4536 2094.12
4544 2089.84
4552 2085.54
4560 2081.21
4568 2076.86
4576 2072.48
4584 2068.08
4592 2063.66
4600 2059.21
4608 2054.74
4616 2050.25
4624 2045.74
4632 2041.21
4640 2036.66
4648 2032.08
4656 2027.49
4664 2022.88
4672 2018.25
4680 2013.6
4688 2008.94
4696 2004.25
4704 1999.55
4712 1994.83
4720 1990.1
4728 1985.35
4736 1980.59
4744 1975.81
4752 1971.02
4760 1966.21
4768 1961.39
4776 1956.56
4784 1951.71
4792 1946.86
4800 1941.99
4808 1937.11
4816 1932.22
4824 1927.32
4832 1922.41
4840 1917.49
4848 1912.56
4856 1907.62
4864 1902.68
4872 1897.73
4880 1892.77
4888 1887.8
4896 1882.83
4904 1877.85
4912 1872.87
4920 1867.88
4928 1862.89
4936 1857.9
4944 1852.9
4952 1847.9
4960 1842.89
4968 1837.88
4976 1832.88
4984 1827.87
4992 1822.85
5000 1817.84
5008 1812.83
5016 1807.82
5024 1802.81
5032 1797.8
5040 1792.79
5048 1787.79
5056 1782.78
5064 1777.78
5072 1772.79
5080 1767.79
5088 1762.8
5096 1757.82
5104 1752.84
5112 1747.86
5120 1742.89
5128 1737.93
5136 1732.98
5144 1728.03
5152 1723.08
5160 1718.15
5168 1713.22
5176 1708.3
5184 1703.39
5192 1698.49
5200 1693.6
5208 1688.72
5216 1683.85
5224 1678.99
5232 1674.14
5240 1669.3
5248 1664.47
5256 1659.66
5264 1654.86
5272 1650.07
5280 1645.29
5288 1640.53
5296 1635.78
5304 1631.04
5312 1626.32
5320 1621.62
5328 1616.92
5336 1612.25
5344 1607.59
5352 1602.94
5360 1598.32
5368 1593.7
5376 1589.11
5384 1584.53
5392 1579.97
5400 1575.43
5408 1570.9
5416 1566.4
5424 1561.91
5432 1557.44
5440 1552.99
5448 1548.56
5456 1544.15
5464 1539.76
5472 1535.39
5480 1531.04
5488 1526.72
5496 1522.41
5504 1518.12
5512 1513.86
5520 1509.61
5528 1505.39
5536 1501.19
5544 1497.02
5552 1492.86
5560 1488.73
5568 1484.62
5576 1480.54
5584 1476.48
5592 1472.44
5600 1468.42
5608 1464.43
5616 1460.47
5624 1456.53
5632 1452.61
5640 1448.72
5648 1444.85
5656 1441.01
5664 1437.2
5672 1433.41
5680 1429.64
5688 1425.9
5696 1422.19
